"labels","value","fieldValueSetId","fieldValueId","seq","parentId"
"FieldValue"," comply with the following sections for Electro Magnetic Compatibility (for Emissions and Immunity):

   - IEC 60601-1-2:2007
   - IEC 60601-2-24, clauses 202.6.2.1.3 and 202.6.2.2.1.

After the completion of the test, the following requirements SHALL be verified:
   - TRS-[TBD] (Infusion line occlusion detection)
   - TRS-[TBD] (Protection against unintended bolus)
   - TRS-[TBD] (Alarms SPL)","668_specification","fv0876",0,"n/a"
"FieldValue"," have no surfaces that are in contact with the USER or can be reached by the USER that exceed a temperature of 43°C.

Note: The test shall be performed with the DEVICE operated at worst-case conditions of ambient temperature specified for its operating conditions in normal use.","669_specification","fv0877",0,"n/a"
"FieldValue"," have external surfaces in contact with the USER made of materials which meet biocompatibility requirements and needs as per ISO10993-1 and correlated.","670_specification","fv0878",0,"n/a"
"FieldValue"," meet applicable requirements of the EC Directive 2011/65/EU (RoHS)","672_specification","fv0879",0,"n/a"
"FieldValue"," meet applicable requirements of the EC 1907/2006 Directive (REACH).","673_specification","fv0880",0,"n/a"
"FieldValue"," meet applicable requirements of the EC 96/2002 Directive (WEEE).","674_specification","fv0881",0,"n/a"
"FieldValue"," contain a BATTERY that complies with the following standards: 

   -  IEC 60086-1
   -  IEC 60086-2
   -  IEC 60086-6","731_specification","fv0882",0,"n/a"
"FieldValue"," maintain BASIC SAFETY and ESSENTIAL PERFORMANCE following transport simulation (see requirement "Transport simulation" for specification) of the CONTROLLER and POD in their respective packaging, made after a duration of [TBD] in each of the following environmental conditions in the order provided:  

     1.  [TBD] °C to + 5 °C
     2.  + 5 °C to + 35 °C at 90% RH (non-condensing)
     3.  > 35 °C to [TBD] °C at a water vapor pressure of 50 hPa","520_specification","fv0883",0,"n/a"
"FieldValue"," consist only of components having a minimum shelf life of [COMPONENTS_SHELF_LIFE] under the following environmental conditions: 

     -  Temperature: 0 °C to + 35 °C [TBD]
     -  Humidity: 15% RH to 90% RH (including condensation) [TBD]","521_specification","fv0884",0,"n/a"
"FieldValue",", both in its coupled state and as two individual parts, maintain BASIC SAFETY and ESSENTIAL PERFORMANCE immediately after being subjected to IPX5 test conditions as specified in IEC 60529:1989.","624_specification","fv0885",0,"n/a"
"FieldValue"," maintain BASIC SAFETY and ESSENTIAL PERFORMANCE under the following operating conditions:  

     -  Temperature: +5 °C to + 40 °C
     -  Humidity: 15% RH to 90% RH  (1)
     -  Atmospheric pressure: 700 hPa to 1060 hPa  (2)
  
Notes:
(1)  non-condensing, non-saline and not requiring a water vapour partial pressure greater than 50 hPa
(2)  equivalent to -381.9 to 3010.9 meters vs. sea level","649_specification","fv0886",0,"n/a"
"FieldValue"," be able to deliver a drug, or equivalent fluid, of [TBD] cP according to the regimen below, whilst maintaining the respective specified accuracy limits (see requirements [TBD] and  [TBD]) under steady-state thermal conditions in an environmental temperature of 5 °C:

  -   1 hour of basal delivery at highest dosage configuration (see requirement  [TBD]), with 4 bolus doses evenly placed throughout the hour","651_specification","fv0887",0,"n/a"
"FieldValue"," be able to deliver a drug, or equivalent fluid, of [TBD] cP according to the highest dosage basal regimen, within the respective specified accuracy limits within [TBD] minutes of having been transferred from the minimum specified storage temperature (see [TRS-206]) to the maximum specified operating temperature (see [TRS-206]).","653_specification","fv0888",0,"n/a"
"FieldValue"," maintain BASIC SAFETY and ESSENTIAL PERFORMANCE when stored without its packaging or carry case for a duration of [TBD] under the following environmental conditions: 

     1.  [TBD] °C to + 5 °C
     2.  + 5 °C to + 35 °C at 90% RH (non-condensing)
     3.  > 35 °C to [TBD] °C at a water vapor pressure of 50 hPa","654_specification","fv0889",0,"n/a"
"FieldValue"," consist of parts (CONTROLLER and POD) each having a unique serial number identifier stored in a safe and non-erasable location of the memory during manufacturing.","619_specification","fv0890",0,"n/a"
"FieldValue"," have markings forming part of the UI that are abrasion resistant according to cycles described by ISO 2459:2020.","618_specification","fv0891",0,"n/a"
"FieldValue"," have injection moulded components that identify, wherever possible and on internal appropriate and non functional surfaces, the following marking part symbols (expressed in order of priority) in order to ease any eventual traceability process or activity:

   - Cavity number
   - Revision symbol
   - Moulding Date Calendar Clock
   - Component Part Number
   - Material Recycle Symbol and standardized code","682_specification","fv0892",0,"n/a"
"FieldValue",", in its filled and assembled state, have a maximum mass of [MAX_DEVICE_MASS].","571_specification","fv0893",0,"n/a"
"FieldValue"," have dimensions within the following ranges:

   -  Y axis: height in range [MIN_HEIGHT] to [MAX_HEIGHT]
   -  X axis: width in range [MIN_WIDTH] to [MAX_WIDTH]
   -  Z axis: thickness in range [MIN_THICKNESS] to [MAX_THICKNESS]

Note: The values above indicated refer to the maximum dimensions of the area which contains the orthogonal projection of the DEVICE when observed normally along each of the three main directions. Dimensions reported are POD is assembled on the CONTROLLER and is not intended to include the dimensions of the ADHESIVE PATCH.","679_specification","fv0894",0,"n/a"
"FieldValue"," have external surfaces that are free from any sharp corners and edges or particle contamination that could cause injury to a person’s finger with particular attention to flanges or frame edges and the removal of burrs.","680_specification","fv0895",0,"n/a"
"FieldValue"," have no parts or sub-assemblies intended to be handled separately in the home use environment that fit within the small parts cylinder test fixture described in either US 16 CFR 1501.4 or ISO 8124-1.","681_specification","fv0896",0,"n/a"
"FieldValue"," incorporate a mechanism of data integrity for the safety critical values held in the CONTROLLER's memory","597_specification","fv0897",0,"n/a"
"FieldValue"," incorporate all control logic required by the DEVICE.","363_specification","fv0898",0,"n/a"
"FieldValue"," incorporate all active elements of the UI, such as buttons, visual indicators, sound generation and haptic feedback.","370_specification","fv0899",0,"n/a"
"FieldValue"," contain a primary cell (i.e. non-rechargeable battery).","371_specification","fv0900",0,"n/a"
"FieldValue"," contain an electrical drive mechanism having: 

     -  positional and directional feedback 
     -  a magnetic coupling to the POD drug delivery mechanism","372_specification","fv0901",0,"n/a"
"FieldValue"," contain a single PCBA incorporating: 

     -  all sensors relating to the POD
     -  an interface the active UI elements
     -  programmable logic controller
     -  motor controllers and drivers","373_specification","fv0902",0,"n/a"
"FieldValue"," effect drug delivery according to both a factory-set basal infusion regimen and a user-requested bolus regimen.","364_specification","fv0903",0,"n/a"
"FieldValue"," control the drug delivery mechanism of the POD.","365_specification","fv0904",0,"n/a"
"FieldValue"," provide all the energy required for the DEVICE to operate.","366_specification","fv0905",0,"n/a"
"FieldValue"," contain all the active feedback and control components of the UI.","367_specification","fv0906",0,"n/a"
"FieldValue"," have a minimum lifetime of 5 therapy cycles of 24 hrs for the specified drug types and dose configurations.","368_specification","fv0907",0,"n/a"
"FieldValue"," be able to confirm the presence of a validated POD as a precondition of drug delivery.","369_specification","fv0908",0,"n/a"
"FieldValue"," proceed with the POD identification sequence only if the new POD has the same dose configuration as the first POD that was coupled to the CONTROLLER.","543_specification","fv0909",0,"n/a"
"FieldValue"," have a watchdog timer that will reset the MCU in the event of temporary hardware faults or failures related to FW processes.","592_specification","fv0910",0,"n/a"
"FieldValue"," have a Non-Volatile-Memory (NVM), which can permanently store at least the following:

   -  delivery related data
   -  log entries/files.","596_specification","fv0911",0,"n/a"
"FieldValue"," be able to log and store inside the NVM at least the following motor parameters every time that the motor is intended to be operated:

   -  Absolute timestamp
   -  Target direction (clockwise/counter clockwise)
   -  Measured position (clockwise/counter clockwise)
   -  Target position in ENCODER counts
   -  Measured position in ENCODER counts
   -  Target speed in ENCODER counts per second
   -  PWM output in percentage
   -  Measured speed in ENCODER counts per second
   -  Measured current drawn.","598_specification","fv0912",0,"n/a"
"FieldValue"," monitor the battery level and compare it against the following thresholds:

   -  [LOW_BATTERY_VOLTAGE]
   -  [CRITICAL_BATTERY_VOLTAGE]","601_specification","fv0913",0,"n/a"
"FieldValue"," record the number valid PODs that have been coupled to it.","605_specification","fv0914",0,"n/a"
"FieldValue"," record the duration of SKIN NEEDLE deployment for each POD attached to it.","606_specification","fv0915",0,"n/a"
"FieldValue"," detect the following characteristics from the motor:

   -  Rotation direction
   -  Angular position
   -  Angular speed
   -  Current drawn","610_specification","fv0916",0,"n/a"
"FieldValue"," house the BATTERY in such a way that it cannot be accessed by the USER except by destructive means.","677_specification","fv0917",0,"n/a"
"FieldValue"," accommodate the specified increased BATTERY volume due to aging without incurring deformation of the casing or stresses to the main BATTERY interfaces.","678_specification","fv0918",0,"n/a"
"FieldValue"," be powered by a primary (non-rechargeable) battery with the following characteristics:

   -  Technology: Lithium-Manganese Dioxide 
   -  Capacity: minimum 800 mAh
   -  Rated nominal voltage: minimum 3.0 V","730_specification","fv0919",0,"n/a"
"FieldValue"," have a Start/Pause Button and a Bolus Button having features intended to prevent unintended actuation when the CONTROLLER comes into contact with flat surfaces.","617_specification","fv0920",0,"n/a"
"FieldValue"," manage the Bolus Button interrupt event time durations according to the following conditions:

   -  duration less than [bolus_DEBOUNCE_TIME]
          -  not a valid USER action

   -  duration in the range [bolus_CLICK_MIN] to [bolus_CLICK_MAX]
          -  Click Event: "short press" by the USER

   -  duration in the range [bolus_HOLD_MIN] to [bolus_HOLD_MAX]
          -  Hold Event: "long press" by the USER

   -  duration greater than [bolus_HOLD_MAX]
          -  not a valid USER action, and an information signal shall be produced to inform the USER that the button was stuck in a pressed position.","645_specification","fv0921",0,"n/a"
"FieldValue"," contain the Primary Packaging of 3 ml of the drug being delivered.","380_specification","fv0922",0,"n/a"
"FieldValue"," contain all components of the DEVICE having contact with the drug before and during drug delivery.","381_specification","fv0923",0,"n/a"
"FieldValue"," incorporate all elements of the DEVICE having continuous contact with the USER throughout the THERAPY CYCLE.","382_specification","fv0924",0,"n/a"
"FieldValue"," incorporate an ADHESIVE PATCH that affixes the DEVICE to the USER's skin for the duration of a THERAPY CYCLE.","383_specification","fv0925",0,"n/a"
"FieldValue"," deliver the drug from its primary packaging (CONTAINER) to the USER as directed by the CONTROLLER.","374_specification","fv0926",0,"n/a"
"FieldValue"," extract the drug from a CONTAINER sealed with a septum.","375_specification","fv0927",0,"n/a"
"FieldValue"," deliver the drug subcutaneously to any of the specified sites on the USER.","376_specification","fv0928",0,"n/a"
"FieldValue"," allow the USER to inspect the drug visually.","377_specification","fv0929",0,"n/a"
"FieldValue"," prevent the USER from accessing the drug.","378_specification","fv0930",0,"n/a"
"FieldValue"," have mechanisms with the function of protecting the USER against needle-stick injuries.","379_specification","fv0931",0,"n/a"
"FieldValue"," be able to store machine-readable information specific to each manufactured unit.","384_specification","fv0932",0,"n/a"
"FieldValue"," have a Needle Insertion Mechanism (NIM) having the following functions: 

   -  insertion of the SKIN NEEDLE into the USER's skin
   -  retraction of the SKIN NEEDLE into the POD at the end of THERAPY CYCLE
   -  retraction of the SKIN NEEDLE on premature removal of the DEVICE from the injection site prior the  end of THERAPY CYCLE
   -  protection from the exposed SKIN NEEDLE in case of failure of the retraction mechanism.","420_specification","fv0933",0,"n/a"
"FieldValue"," have a Fluid Path Opening System (FPOS) that penetrates the Primary Container (CONTAINER) with a SEPTUM NEEDLE to gain access to the drug.","434_specification","fv0934",0,"n/a"
"FieldValue"," have a FLUIDIC PATHWAY that allows the drug to flow from the Primary Container to the targeted delivery site.","440_specification","fv0935",0,"n/a"
"FieldValue"," not leak primed drug fluid at any point under normal operating conditions.","584_specification","fv0936",0,"n/a"
"FieldValue"," deliver [bolus_AVAILABLE_CYCLE] bolus pulses on the "HIGH" dose configuration setting.   

Note: 95% coverage and 95% confidence.","611_specification","fv0937",0,"n/a"
"FieldValue"," ensure that ETO gas is able to reach all surfaces that may come to contact the USER or the drug during use.","620_specification","fv0938",0,"n/a"
"FieldValue"," be constructed of materials that are shown to withstand the ETO sterilization process without showing any degradation or lack of performance.","621_specification","fv0939",0,"n/a"
"FieldValue"," deliver [basal_SET_PULSE_HOUR]*[THERAPY_CYCLE_DURATION] basal pulses on the "HIGH" dose configuration setting.   

Note: 95% coverage and 95% confidence.","655_specification","fv0940",0,"n/a"
"FieldValue"," have a drug inspection window that can withstand a force of [WINDOW_CRASH_FORCE].","656_specification","fv0941",0,"n/a"
"FieldValue"," have a minimum lifetime of [THERAPY_CYCLE_DURATION] hours before needing to be replaced.","685_specification","fv0942",0,"n/a"
"FieldValue"," ensure that, with the exception of destructive means (i.e. breaking open, cutting, drilling etc.), the drug can only be dispensed with the use of the CONTROLLER, or other part having an equivalent magnetic interface.","687_specification","fv0943",0,"n/a"
"FieldValue"," contain within its housing, and inaccessible to the USER, all components having contact with the drug, with the exception of the SKIN NEEDLE.","706_specification","fv0944",0,"n/a"
"FieldValue",", as supplied to the USER prior to use, ensure that the SKIN NEEDLE is entirely contained within the body of the POD as per [TRS-1639].","712_specification","fv0945",0,"n/a"
"FieldValue"," ensure that, once retracted, the SKIN NEEDLE is fully contained within the POD as per [TRS-1639].","713_specification","fv0946",0,"n/a"
"FieldValue"," have a transparent colourless window that enables the USER to inspect the drug within its CONTAINER for changes in colour or particles/precipitants prior to starting the therapy.","733_specification","fv0947",0,"n/a"
"FieldValue"," indicate the location of the SKIN NEEDLE both before and after the LINER is removed and prior to it being placed on the injection site.","690_specification","fv0948",0,"n/a"
"FieldValue"," have a label that is only visible when not coupled to a CONTROLLER.","561_specification","fv0949",0,"n/a"
"FieldValue"," have a flat or cylindrical area of minimum [DISPOSABLE_LABEL_AREA] to accommodate the DEVICE label with all the required information and markings.","683_specification","fv0950",0,"n/a"
"FieldValue"," have an actuation force in the range of [START_PAUSE_BUTTON_MIN_ACTUATION_FORCE] to [START_PAUSE_BUTTON_MAX_ACTUATION_FORCE].","392_specification","fv0951",0,"n/a"
"FieldValue"," have a shortest side having a minimum length of [START_PAUSE_BUTTON_SIZE].","393_specification","fv0952",0,"n/a"
"FieldValue"," have one of the following shapes:

   -  circular
   -  square with corner radii allowed
   -  rectangular with corner radii allowed","588_specification","fv0953",0,"n/a"
"FieldValue"," have a minimum snap ratio of [START_PAUSE_BUTTON_SNAP_RATIO].","589_specification","fv0954",0,"n/a"
"FieldValue"," shall have a maximum displacement of [START_PAUSE_ACT_TRAVEL] +/- [START_PAUSE_ACT_TRAVEL_TOLL].","590_specification","fv0955",0,"n/a"
"FieldValue"," not be able to come into contact with a 6 mm diameter sphere placed anywhere on the surface of the POD in any of the following conditions: 

   -  in its starting position prior to insertion (default position)
   -  retracted after being inserted (retracted position) 
   -  extended, not retracted, and protected by the NEEDLE SHIELD

Note: as per ISO 23908","421_specification","fv0956",0,"n/a"
"FieldValue"," be deployed perpendicularly to the base of the POD, with a maximum angular tolerance equal to [SKIN_NEEDLE_DEP_DIR_TOLL].","422_specification","fv0957",0,"n/a"
"FieldValue",", at the end of the THERAPY CYCLE or on premature removal of the DEVICE from the injection site prior to the end of THERAPY CYCLE, be fully retracted perpendicularly to the base of POD with a maximum angular tolerance of [SKIN_NEEDLE_RET_DIR_TOLL].","423_specification","fv0958",0,"n/a"
"FieldValue",", at the end of the THERAPY CYCLE or on premature removal of the DEVICE from the injection site prior to the end of THERAPY CYCLE, be fully retracted inside the POD in a maximum time of [SKIN_NEEDLE_MAX_RETRACTION_TIME].","424_specification","fv0959",0,"n/a"
"FieldValue"," have a tip geometry of one of the following types:

   -  Huber
   -  Tuohy
   -  Hustead
   -  bent point

or similar non-coring style tip design.","442_specification","fv0960",0,"n/a"
"FieldValue"," have a tip having a minimum [TBD] bevels of form/size [TBD].  

Note: to prevent hooking during deployment.","443_specification","fv0961",0,"n/a"
"FieldValue",", following its deployment, have a maximum number of visible particles inside it of [MAX_NUMBER_PARTICLES].","444_specification","fv0962",0,"n/a"
"FieldValue"," minimize coring and fragmentation when penetrating the NEEDLE SHIELD protective membrane. 

Note:  Test according to the procedure specified in ISO 11608-3:2021, clause 5.2.","445_specification","fv0963",0,"n/a"
"FieldValue"," require a maximum time of [SN_PENETRATION_TIME] to move from its start position to its full extension as per [TRS-360].","708_specification","fv0964",0,"n/a"
"FieldValue"," be able to reach its full extension position as per [TRS-360] with a force applied to its tip in a direction parallel to, and opposing its displacement, of [MAX_SN_PENETRATION_FORCE].  

Note:  equivalent to a needle that penetrates a polyurethane film of 0.35 ± 0.05 mm thickness with a 85 ± 10 Shore A hardness at a nominal rate of 100 mm/min.","709_specification","fv0965",0,"n/a"
"FieldValue"," be of one of the following types:

   -  29G
   -  29G Thin Wall
   -  29G Special Thin Wall","710_specification","fv0966",0,"n/a"
"FieldValue",", for the entire duration of the THERAPY CYCLE, extend a distance in the range of [INSERTION_DEPTH_RANGE] as measured from the tip to the nearest surface of the DEVICE contacting the skin in a direction parallel to its axis.","711_specification","fv0967",0,"n/a"
"FieldValue",", as supplied to the USER prior to use, extend out of the POD at its maximum protrusion position.","425_specification","fv0968",0,"n/a"
"FieldValue",", prior to actuation of the SKIN NEEDLE insertion mechanism, exert a maximum resistance of [NIM_SHIELD_MOVING_FORCE] at any point over its travel from its maximum protrusion to its minimum protrusion position.","426_specification","fv0969",0,"n/a"
"FieldValue",", on placing the POD on a flat surface prior to actuation of the SKIN NEEDLE insertion mechanism, exert a maximum reaction force of [NIM_SHIELD_MAX_REACTION_FORCE].","427_specification","fv0970",0,"n/a"
"FieldValue",", on the POD being removed from a flat surface, automatically deploy and cover the SKIN NEEDLE completely.","428_specification","fv0971",0,"n/a"
"FieldValue",", on reaching its position of maximum protrusion at any time after the start of actuation of the NEEDLE SKIN insertion mechanism, remain locked in place without the possibility of being released.","429_specification","fv0972",0,"n/a"
"FieldValue",", on being released from its minimum protrusion position and without encountering resistance, reach its maximum protrusion position in a maximum time of [NIM_SHIELD_MAX_PROTUSION_TIME].","430_specification","fv0973",0,"n/a"
"FieldValue",", once locked at its maximum protrusion position, withstand a push force applied to its bottom surface, and parallel to its direction of deployment, of [NIM_SHIELD_MAX_PUSHING_FORCE] without being damaged or allowing a 6 mm diameter sphere placed on the NEEDLE SHIELD opening to come into contact with the SKIN NEEDLE.","431_specification","fv0974",0,"n/a"
"FieldValue",", once locked at its maximum protrusion position, withstand a tilting displacement (1) of [NIM_SHIELD_MAX_TILTING_ANGLE] without being damaged or unlocking and exposing the SKIN NEEDLE.

Note (1)  i.e. angular displacement around any axis perpendicular to that of the SKIN NEEDLE","432_specification","fv0975",0,"n/a"
"FieldValue",", once locked at its maximum protrusion position, withstand a torque around the axis of the SKIN NEEDLE of [NIM_SHIELD_MAXIMUM_TORQUE] without being damaged or detaching from the POD.","433_specification","fv0976",0,"n/a"
"FieldValue",", once locked at its maximum protrusion position, withstand a pull force applied along its direction of deployment of [NIM_SHIELD_MAX_PULLING_FORCE] without being damaged or detaching from the POD.","714_specification","fv0977",0,"n/a"
"FieldValue"," penetrate fully the SEPTUM during actuation under any combination of production tolerances.","435_specification","fv0978",0,"n/a"
"FieldValue"," not be able to contact the SEPTUM prior to actuation under any combination of production tolerances.","436_specification","fv0979",0,"n/a"
"FieldValue"," require a maximum time of [FPOS_MAX_PENETRATION_TIME] to move from its start position to its final position as per [TRS-348].","437_specification","fv0980",0,"n/a"
"FieldValue"," be able to reach its full extension position as per [TRS-348] with a force applied to its tip in a direction parallel to, and opposing its displacement, of [FPOS_MAX_PENETRATION_FORCE].","438_specification","fv0981",0,"n/a"
"FieldValue"," move along a direction parallel to the Primary Container main axis, with a maximum angular mismatch equal to [FPOS_DEP_DIR_TOL].","439_specification","fv0982",0,"n/a"
"FieldValue"," minimize coring and fragmentation when penetrating the SEPTUM. 

Note:  Test according to the procedure specified in ISO 11608-3:2021, clause 5.2.","446_specification","fv0983",0,"n/a"
"FieldValue"," have a position in its deployed state where the distance from its tip to the reference surface in the Primary Container cap is in the range [MIN_SEPTN_PENETRATION_DEPTH] to [MAX_SEPTN_PENETRATION_DEPTH].","700_specification","fv0984",0,"n/a"
"FieldValue"," be of type 27G or 27G Thin Wall.","701_specification","fv0985",0,"n/a"
"FieldValue"," have a tip geometry of one of the following types:

   -  Huber
   -  Tuohy
   -  Hustead
   -  bent point

or similar non-coring style tip design.","702_specification","fv0986",0,"n/a"
"FieldValue"," be connected to the SKIN NEEDLE by means of a flexible tube.","703_specification","fv0987",0,"n/a"
"FieldValue"," be composed of the following components: 

   -  SEPTUM NEEDLE
   -  flexible tube
   -  SKIN NEEDLE","441_specification","fv0988",0,"n/a"
"FieldValue"," be free from drug formulation leakage before, during and after delivery, except for from the tip of the SKIN NEEDLE during priming and delivery.","447_specification","fv0989",0,"n/a"
"FieldValue"," have a maximum holdup volume of [FP_HOLD_UP_VOLUME].","448_specification","fv0990",0,"n/a"
"FieldValue"," contain an air volume before priming, and excluding that inside the Primary Container, of maximum [MAX_FLUID_PATH_AIR_VOLUME].","688_specification","fv0991",0,"n/a"
"FieldValue"," have a flexible part that does not kink during normal DEVICE operation.","704_specification","fv0992",0,"n/a"
"FieldValue"," be constructed with materials that demonstrate suitability contact with the drug for a period of 48 hrs [TBD].","705_specification","fv0993",0,"n/a"
"FieldValue"," be constructed with materials that are suitable and compatible with ETO sterilization without any evidence of damage or degradation of nominal properties.","707_specification","fv0994",0,"n/a"
"FieldValue"," have a glass cylinder that complies with ISO 13926-1.","451_specification","fv0995",0,"n/a"
"FieldValue"," have a Lined Cap (SEPTUM) that complies with ISO 13926-3.","453_specification","fv0996",0,"n/a"
"FieldValue"," have a Plunger that complies with ISO 13926-2.","454_specification","fv0997",0,"n/a"
"FieldValue"," have the following dimensions (1) when finished and assembled:

   -  Distance from the reference surface of the SEPTUM/Lined Cap (at a reference diameter of 5.0 mm) to the back end of the cartridge: 63.8+/- 0.4 mm
   -  Crimped cap diameter: 7.95 +/- 0.15 mm.

(1)  in addition to the dimensions already specified in [TRS-342]","455_specification","fv0998",0,"n/a"
"FieldValue"," have a protrusion/bulge formed on the Lined Cap/Seal in its finished and assembled state in the range of [PC_MIN_BULGE] to [PC_MAX_BULGE] measured from the Primary Container reference on the Lined Cap/Seal.","456_specification","fv0999",0,"n/a"
"FieldValue"," have a Plunger position in its finished and assembled state after filling that is equal to [PC_PLUNFER_POSITION] +/- [PC_PLUNFER_POSITION_TOLL] when measured from the Primary Container reference on the Lined Cap/Seal.","457_specification","fv1000",0,"n/a"
"FieldValue"," be able to contain a maximum drug volume of [PC_MAX_FILL_VOLUME] including nominal overfill.","458_specification","fv1001",0,"n/a"
"FieldValue"," have a residual quantity of drug formulation when the Plunger reaches its mechanical stop (end of glass barrel parallel section) that does not exceed [PC_HOLD_UP_VOLUME].","459_specification","fv1002",0,"n/a"
"FieldValue"," have a glass cylinder accompanied by a extractables profile study according to ICH Q3D.","460_specification","fv1003",0,"n/a"
"FieldValue"," be constructed with elastomeric materials that comply with: 

   -  ISO 8871-1 (evaluation of chemical compatibility)
   -  ISO 8871-4 (evaluation of biological compatibility)","461_specification","fv1004",0,"n/a"
"FieldValue"," be constructed of materials that are shown to withstand the ETO sterilization process without showing any degradation or lack of performance.","462_specification","fv1005",0,"n/a"
"FieldValue"," be constructed of materials that minimize or are impermeable to ETO during the POD sterilization cycle.","463_specification","fv1006",0,"n/a"
"FieldValue"," use a silicone emulsion as a lubricant for the glass barrel that complies with Ph. Eur. 3.1.8 and USP “Dimethicone” Monograph (Dow Corning 366, 35% Dimethicone NF emulsion).","464_specification","fv1007",0,"n/a"
"FieldValue"," not leak at the seal when tested in its filled/assembled condition in accordance with Annex A of ISO 13926-3.","465_specification","fv1008",0,"n/a"
"FieldValue"," not leak at the plunger when tested in its filled/assembled condition in accordance with Annex A of ISO 13926-2.","466_specification","fv1009",0,"n/a"
"FieldValue"," require a force for a 27G needle to penetrate the SEPTUM that does not exceed [PC_MAX_PENETRATION_FORCE].","467_specification","fv1010",0,"n/a"
"FieldValue"," contain a maximum [PC_MAX_FRAGMENTS] fragments per 100 events of SEPTUM penetration by the SEPTUM NEEDLE, in accordance with the method described in ISO 11608-3, clause 5.2 and clause 4.2.3.","468_specification","fv1011",0,"n/a"
"FieldValue"," have a Break Loose Force in its empty condition that does not exceed 15 N, when tested in accordance with ISO 11608-3, Annex B.

Note:  Measurements shall be made at a test speed of 50 mm/min with test cartridges that are open to the atmosphere (i.e. no septum present, fluid to be removed immediately prior to testing), so that only the plunger friction is measured. The initiating force is the peak force seen at the start of the plunger movement. The maximum sustaining force is measured over the measurement zone, which comprises not less than 75 % of cartridge deliverable volume.","469_specification","fv1012",0,"n/a"
"FieldValue"," have a Glide Force in its empty condition that does not exceed 10 N, when tested in accordance with ISO 11608-3, Annex B.

Note:  Measurements shall be made at a test speed of 50 mm/min with test cartridges that are open to the atmosphere (i.e. no septum present, fluid to be removed immediately prior to testing), so that only the plunger friction is measured. The initiating force is the peak force seen at the start of the plunger movement. The maximum sustaining force is measured over the measurement zone, which comprises not less than 75 % of cartridge deliverable volume.","470_specification","fv1013",0,"n/a"
"FieldValue"," have a Break Loose Force (BLF) in a filled, assembled and 24-months equivalently-aged state that does not exceed [PC_PULSE_BLF].

Note:  Test method SHALL comply with ISO 11608-3, clause 5.4, with exception of the test speed that SHALL be set at a nominal speed of 2.2mm/min.","471_specification","fv1014",0,"n/a"
"FieldValue"," have a Glide Force (GF) in its filled, assembled and 24-months equivalently-aged state that does not exceed [PC_PULSE_GF].

Note:  Test method SHALL comply with ISO 11608-3, clause 5.4, with exception of the test speed that SHALL be set at a nominal speed of 2.2mm/min.","472_specification","fv1015",0,"n/a"
"FieldValue"," have a dose accuracy in its filled, assembled and 24-months equivalently-aged state that fulfils [TRS-TBD] when isolated from the remaining part of the system and the delivery occurs due to the active action of a tensile tester operating on the plunger with the following driving parameters.  

   -  Nominal pulse or travel of the load cell piston rod (equivalent to mimic the delivery of a pulse of 5 µl): 0.07mm
   -  Test speed: 2.2mm/min.

Note: The test SHALL be executed after priming all the residual air trapped inside the Primary Container.","473_specification","fv1016",0,"n/a"
"FieldValue"," be suitable for the following automated filling processes:

   -  Nest & tub fill finish
   -  Bulk fill finish.","474_specification","fv1017",0,"n/a"
"FieldValue",", prior to filling, comply with applicable requirements of ISO 21881.","623_specification","fv1018",0,"n/a"
"FieldValue"," be pre-filled and pre-assembled as specified in [TRS-334].","691_specification","fv1019",0,"n/a"
"FieldValue"," have a nominal volume of 3 mL.","692_specification","fv1020",0,"n/a"
"FieldValue"," be suitable for the following automated filling processes:

   -  Nest & tub fill finish
   -  Bulk fill finish.","693_specification","fv1021",0,"n/a"
"FieldValue"," be constructed with the following materials:

   -  3.0 ml nominal volume pre-siliconized glass cartridge conforming to ISO 13926-1-cl-11,6
   -  a Lined Cap (or SEPTUM) Seal conforming to ISO 13926-3 – 7,5 – B
   -  a plunger conforming to ISO 13926‑2 – 9,70 – A1

Note: Technical specification of the Primary Container and associated Primary Packaging Material is reported in Appendix##.","694_specification","fv1022",0,"n/a"
"FieldValue"," be able to contain a maximum drug volume of [MAX_PC_FILLED_VOLUME].","695_specification","fv1023",0,"n/a"
"FieldValue"," have a residual volume of air trapped inside it after filling that does not exceed the residual allowed nominal value of [PC_MAX_AIR_BUBBLE_VOLUME].","696_specification","fv1024",0,"n/a"
"FieldValue"," ensure that all surfaces that may come into contact with the drug during normal use are suitable for long term storage (stability) for the entire period of the [DEVICE_SHELF_LIFE].","697_specification","fv1025",0,"n/a"
"FieldValue"," be free of particulates or droplets of fluid (lubrication) on the outside or inside surfaces when viewed under normal or corrected-to-normal vision.","698_specification","fv1026",0,"n/a"
"FieldValue"," have a glass cylinder (open and uncapped) that is supplied to the Fill/Finish process in the following specified status: [TBD]","699_specification","fv1027",0,"n/a"
"FieldValue"," be integrated in the POD only after being pre-assembled and pre-filled with the drug.","522_specification","fv1028",0,"n/a"
